fips,state,year,race,ent,perm,nperm,stock,invest,pop,ent_rate,perm_rate,nperm_rate,stock_rate,invest_rate,ent_rate_adj,stock_rate_adj,invest_rate_adj
4,Arizona,2015,total,12722,9692,1127,17738,76581,1628982,7.80978549793675,546.397564550682,63.53591160221,10.8890092094326,47.0115691886098,6.71790749356499,10.9041514360012,46.6783644131167
4,Arizona,2015,white,4462,3487,418,6280,27975,681001,6.55211960041175,555.254777070064,66.5605095541401,9.22171920452393,41.0792348322543,5.62358940072536,9.28505460683018,41.0594003775831
4,Arizona,2015,black,1351,929,137,1796,6976,92908,14.5412666293538,517.260579064588,76.2806236080178,19.3309510483489,75.0850303526069,12.8108892167372,19.2285568034736,74.3765047542391
4,Arizona,2015,aapi,91,72,9,82,612,54449,1.67128872890228,878.048780487805,109.756097560976,1.50599643703282,11.239875847123,1.57715118015674,1.52429086486187,11.2170309269983
4,Arizona,2015,aian,587,388,85,805,3059,86310,6.80106592515352,481.987577639752,105.590062111801,9.32684509326845,35.4420113544201,6.02406064612963,9.22859126434507,35.1934594279601
4,Arizona,2015,hispanic,4847,3913,402,7108,28104,714314,6.7855312929608,550.506471581317,56.5559932470456,9.95080594808446,39.3440419759378,6.01209750586633,9.94443334810099,39.0431962873986
5,Arkansas,2015,total,4065,2998,214,4548,58072,706559,5.75323504477333,659.190853122252,47.0536499560246,6.43682976227038,82.1898808167471,5.04148037539795,6.43186513011695,78.4725711740604
5,Arkansas,2015,white,2571,1992,135,2784,37582,464863,5.53066172184063,715.51724137931,48.4913793103448,5.98886123438519,80.8453243213592,4.83028605936252,6.01623212032826,77.3329031329305
5,Arkansas,2015,black,804,489,50,927,11582,136991,5.86899869334482,527.508090614887,53.9374325782093,6.76686789643115,84.5457000824872,5.04550145207395,6.71174859762313,81.135623333107
5,Arkansas,2015,aapi,17,4,0,15,448,15195,1.11878907535373,266.666666666667,0,0.987166831194472,29.4833826916749,1.04386625544813,0.992474940755937,27.7526229908023
5,Arkansas,2015,aian,11,3,0,16,90,5980,1.83946488294314,187.5,0,2.67558528428094,15.0501672240803,1.71231233512841,2.68937742464959,13.9849821314199
5,Arkansas,2015,hispanic,232,187,10,285,3947,83530,2.77744522925895,656.140350877193,35.0877192982456,3.41194780318448,47.2524841374357,2.45838076960211,3.39106624267204,44.4492358305486
6,California,2015,total,32205,25919,5100,55983,375972,9116168,3.53273436821261,462.979833163639,91.0990836503939,6.1410671676959,41.2423290136821,2.99714016145745,5.79175356859241,41.1499341836621
6,California,2015,white,7015,5701,990,11402,73961,2617587,2.67994912872046,500,86.8268724785125,4.35592016616831,28.2554123320447,2.18266100047085,4.09396920901142,28.2813473929004
6,California,2015,black,5596,4043,1307,10831,49673,573334,9.76045376691422,373.280398855138,120.672144769643,18.8912571031894,86.6388527455201,8.33048118556421,17.2950375674557,86.8607566023053
6,California,2015,aapi,542,504,97,825,12042,1154430,0.469495768474485,610.909090909091,117.575757575758,0.714638392973156,10.4311218523427,0.399927176290137,0.658990952079169,10.424922052545
6,California,2015,aian,290,189,43,458,2536,46719,6.20732464307883,412.663755458515,93.8864628820961,9.80329202251761,54.2819837753377,5.01268322981764,9.40816013851287,54.2833185774903
6,California,2015,hispanic,17122,14267,2397,29553,201903,4724098,3.62439559890587,482.759787500423,81.1085169018374,6.25579740301747,42.7389524942116,3.13214759237766,5.96065670628259,42.5840163488911
8,Colorado,2015,total,4926,3979,498,5644,38376,1257613,3.91694424278375,704.996456413891,88.2352941176471,4.48786709424918,30.5149517379353,3.52110493867414,4.00727043556304,30.3372954255063
8,Colorado,2015,white,2140,1740,241,2411,17907,739796,2.89268933597911,721.692243882207,99.9585234342597,3.25900653693721,24.205321466999,2.58881411162837,2.94228648092513,24.1306210015762
8,Colorado,2015,black,492,387,55,641,2915,69958,7.03279110323337,603.744149765991,85.8034321372855,9.1626404414077,41.6678578575717,6.55981146429724,7.48784360403153,41.1839827036451
8,Colorado,2015,aapi,35,31,9,52,372,46788,0.748055056852184,596.153846153846,173.076923076923,1.1113960844661,7.9507566042575,0.69985988671889,0.744369012961301,7.99805762571135
8,Colorado,2015,aian,42,40,3,32,192,9418,4.45954555107241,1250,93.75,3.39774899129327,20.3864939477596,3.62934503067051,3.2365305765757,20.3598823439053
8,Colorado,2015,hispanic,1936,1567,167,2180,12708,391653,4.94315120782938,718.807339449541,76.605504587156,5.56615166997317,32.447089643128,4.45983691098726,5.04432831460474,32.1456168360538
9,Connecticut,2015,total,1765,999,194,3908,21726,761732,2.31708789968125,255.629477993859,49.6417604912999,5.13041332122059,28.5218423277478,1.96575908685103,4.44502610766336,28.2914606641552
9,Connecticut,2015,white,627,374,66,1257,7726,449428,1.39510666892138,297.533810660302,52.5059665871122,2.79688848936871,17.1907402298032,1.17340421414012,2.51222221991717,17.3929721855381
9,Connecticut,2015,black,347,187,50,929,4726,95713,3.62542183402464,201.291711517761,53.8213132400431,9.70610052970861,49.3767826732001,3.12933685803399,7.76223315280029,48.9829961001279
9,Connecticut,2015,aapi,3,3,0,17,204,40545,0.0739918608953015,176.470588235294,0,0.419287211740042,5.0314465408805,0.0724155903370594,0.274588548309116,4.94558761545735
9,Connecticut,2015,aian,5,1,0,8,29,2746,1.82083029861617,125,0,2.91332847778587,10.5608157319738,2.00761572140968,3.24288340276756,10.8793383297456
9,Connecticut,2015,hispanic,647,359,65,1398,7055,173300,3.733410271206,256.795422031474,46.4949928469242,8.06693594922101,40.7097518753606,3.20277377638575,7.08024672418495,40.0392277497783
10,Delaware,2015,total,397,233,91,682,13994,203765,1.94832282285967,341.642228739003,133.431085043988,3.34699285942139,68.6771526022624,1.68485584072399,3.25773563382386,67.6768878615197
10,Delaware,2015,white,135,83,33,230,5593,107665,1.25388937909256,360.869565217391,143.478260869565,2.13625597919472,51.9481725723308,1.05121010604996,2.08953575301525,51.5519799082981
10,Delaware,2015,black,206,107,48,337,6251,56336,3.65663163873899,317.507418397626,142.433234421365,5.98196535075263,110.959244532803,3.31124191930228,5.79617689639327,109.429381867167
10,Delaware,2015,aapi,0,1,0,0,105,8680,0,Inf,,0,12.0967741935484,0,0,12.0568188125792
10,Delaware,2015,aian,0,0,0,0,12,630,0,,,0,19.0476190476191,0,0,19.8113141855527
10,Delaware,2015,hispanic,32,19,5,78,1630,30454,1.05076508832994,243.589743589744,64.1025641025641,2.56123990280423,53.5233466868063,0.866773283820722,2.52074870826772,52.1376975427598
11,District of Columbia,2015,total,435,328,94,873,11867,119103,3.65230094959825,375.715922107675,107.674684994273,7.32979018160752,99.6364491238676,3.34108144879671,7.37637057780931,100.748167836013
11,District of Columbia,2015,white,6,0,0,6,71,25775,0.23278370514064,0,0,0.23278370514064,2.75460717749758,0.215982545257493,0.253343643859576,2.94222503981343
11,District of Columbia,2015,black,371,286,82,773,6017,70729,5.24537318497363,369.987063389392,106.08020698577,10.9290390080448,85.0711872075104,4.72746910923876,10.5769894115232,85.965114579359
11,District of Columbia,2015,aapi,0,0,1,2,23,3173,0,0,500,0.630318310746927,7.24866057358966,0,0.938957358032212,9.00658743849202
11,District of Columbia,2015,aian,0,0,0,0,3,228,0,,,0,13.1578947368421,0,0,12.2707383224348
11,District of Columbia,2015,hispanic,30,29,11,66,966,19198,1.56266277737264,439.393939393939,166.666666666667,3.43785811021981,50.3177414313991,1.56655429091657,3.72943067831498,56.6828630482196
12,Florida,2015,total,17677,13374,970,22364,281040,4101898,4.30946844607058,598.014666428188,43.3732784832767,5.45211021824531,68.5146242056726,3.75605033395522,5.45515193679477,68.2475662291311
12,Florida,2015,white,7788,5989,344,9805,113843,1843823,4.22383276485867,610.810810810811,35.0841407445181,5.31775555462753,61.7429113315107,3.67961528613714,5.37844310288478,61.9281725254762
12,Florida,2015,black,5731,4190,421,7553,88331,886465,6.46500425848736,554.746458360916,55.73944128161,8.5203589538222,99.644091983327,5.61930298531249,8.45929678087804,98.9271845235822
12,Florida,2015,aapi,29,26,5,31,1349,124615,0.232716767644345,838.709677419355,161.290322580645,0.248766199895679,10.8253420535249,0.204934630715774,0.256716189502763,10.7700072202098
12,Florida,2015,aian,45,26,3,44,300,10994,4.093141713662,590.909090909091,68.1818181818182,4.00218300891395,27.2876114244133,3.61095262010027,4.39372274760608,28.4524865704721
12,Florida,2015,hispanic,3029,2332,155,3597,49762,1236001,2.45064526646823,648.318042813456,43.0914651098137,2.91019182023316,40.2604852261446,2.15700604998561,2.88980515142183,39.9911493643693
13,Georgia,2015,total,8581,5802,709,10935,163134,2497162,3.43630088876893,530.589849108368,64.8376771833562,4.37897100788815,65.3277600732351,3.07041103819662,4.39839273804621,65.005162067572
13,Georgia,2015,white,3836,2516,276,5059,64708,1163626,3.29659186027126,497.33148843645,54.5562364103578,4.34761684596254,55.6089327670575,2.9364488985875,4.40187784588654,55.7026902842423
13,Georgia,2015,black,3663,2470,353,4524,71420,874268,4.18979077353855,545.977011494253,78.0282935455349,5.17461464905498,81.6911976647893,3.78464207298489,5.19413841065036,81.4445306050418
13,Georgia,2015,aapi,27,22,2,34,1050,101852,0.265090523504693,647.058823529412,58.8235294117647,0.333817696265169,10.3090759140714,0.230897124482936,0.334871083513283,10.2123010711654
13,Georgia,2015,aian,4,4,0,5,98,5713,0.700157535445475,800,0,0.875196919306844,17.1538596184141,0.710597593055622,0.846507086652844,16.754931326273
13,Georgia,2015,hispanic,603,472,50,702,13418,351703,1.71451480368379,672.364672364672,71.2250712250712,1.9960023087662,38.1515085171295,1.57101763793366,2.00048106017814,37.693591692523
15,Hawaii,2015,total,1189,904,63,1360,3695,308183,3.85809729933189,664.705882352941,46.3235294117647,4.41296242816768,11.9896295382938,3.28963004873095,4.3308508896493,11.6768226473107
15,Hawaii,2015,white,164,119,8,196,586,34797,4.71304997557261,607.142857142857,40.8163265306122,5.63266948300141,16.8405322297899,3.78280737688471,5.50326686873534,16.0825159331569
15,Hawaii,2015,black,25,15,3,27,71,9629,2.59632360577422,555.555555555556,111.111111111111,2.80402949423616,7.3735590403988,2.02911701343077,2.67246437354006,6.68739913144885
15,Hawaii,2015,aapi,396,268,17,396,1155,209951,1.88615438840491,676.767676767677,42.9292929292929,1.88615438840491,5.50128363284766,1.68550675950678,1.89882337753779,5.49022587669338
15,Hawaii,2015,aian,2,0,1,7,2,592,3.37837837837838,0,142.857142857143,11.8243243243243,3.37837837837838,3.04405258733025,13.4108353694099,2.64444193866763
15,Hawaii,2015,hispanic,26,23,0,26,78,53214,0.488593227346187,884.615384615385,0,0.488593227346187,1.46577968203856,0.42965362510891,0.529647660097342,1.49395993471919
16,Idaho,2015,total,1201,897,78,1351,12233,433692,2.76924637761361,663.952627683198,57.7350111028868,3.11511395183679,28.2066535698145,2.47484850650797,3.12751040725151,28.1988908007735
16,Idaho,2015,white,929,646,51,1017,10038,335177,2.7716698938173,635.201573254671,50.1474926253687,3.03421774167082,29.9483556449279,2.47224844751104,3.06243721615349,30.0713503210672
16,Idaho,2015,black,17,16,4,21,104,6528,2.60416666666667,761.904761904762,190.47619047619,3.21691176470588,15.9313725490196,2.6126162902466,3.19536260057232,16.1125220773092
16,Idaho,2015,aapi,6,1,1,7,49,7193,0.834144306965105,142.857142857143,142.857142857143,0.973168358125956,6.81217850688169,0.813829857435964,0.945052093303803,6.79540763840547
16,Idaho,2015,aian,40,39,8,55,183,6019,6.64562219637814,709.090909090909,145.454545454545,9.13773052001994,30.40372154843,6.08992880217988,9.14882205134474,30.4736230918328
16,Idaho,2015,hispanic,145,154,11,189,1144,78775,1.84068549666772,814.814814814815,58.2010582010582,2.39923833703586,14.5223738495716,1.62836330277812,2.4033487952573,14.4195655026418
17,Illinois,2015,total,4929,3893,371,16654,125098,2962134,1.66400304645232,233.757655818422,22.276930467155,5.62229797841691,42.2323905670709,1.3648389506152,4.96430492725836,42.0962101153966
17,Illinois,2015,white,2182,1899,143,6319,56102,1579378,1.38155653681386,300.52223453078,22.6301630004748,4.00094214304619,35.5215787480894,1.1393687866676,3.69990763668889,35.6207848044009
17,Illinois,2015,black,2049,1549,194,8222,42513,496755,4.12476975571459,188.396983702262,23.5952323035758,16.5514187074111,85.5814234381134,3.32457244097987,13.9316593283892,85.2584331040242
17,Illinois,2015,aapi,19,11,3,46,1550,158309,0.120018444939959,239.130434782609,65.2173913043478,0.290570971959901,9.79097840299667,0.101756769774877,0.253411186170475,9.70417292899023
17,Illinois,2015,aian,0,1,0,9,83,5657,0,111.111111111111,0,1.59094926639562,14.6720876789818,0,1.62451986374367,14.7091543459001
17,Illinois,2015,hispanic,502,259,21,1430,21201,722035,0.695257155124059,181.118881118881,14.6853146853147,1.98051341001475,29.3628425214844,0.602365124050294,1.81464582082812,29.141162461465
18,Indiana,2015,total,11175,7527,381,17023,139168,1578278,7.08050166067068,442.166480643835,22.3814838747577,10.7858057959371,88.1771145514288,6.30961236751921,10.5829430432092,88.1806373686048
18,Indiana,2015,white,7360,4966,204,10629,92928,1164166,6.32212244645523,467.212343588296,19.1927744848998,9.13014123415389,79.8236677587217,5.64293572930698,9.04155776083473,80.1101624257931
18,Indiana,2015,black,1913,1302,115,3460,23384,204145,9.37079036959024,376.300578034682,33.2369942196532,16.948737417032,114.546033456612,8.26970077706557,16.2684172690353,113.632523981114
18,Indiana,2015,aapi,31,25,1,45,504,37652,0.823329438011261,555.555555555556,22.2222222222222,1.1951556358228,13.3857431212153,0.806482198233558,1.0686900638091,13.2383997592924
18,Indiana,2015,aian,3,9,0,4,50,3934,0.762582613116421,2250,0,1.01677681748856,12.709710218607,0.806076112867248,1.01515208920799,12.8260256540042
18,Indiana,2015,hispanic,858,568,35,1429,11485,168381,5.0955867942345,397.480755773268,24.4926522043387,8.48670574470991,68.2084083121017,4.55134136993764,8.26510997452333,67.3512631466712
19,Iowa,2015,total,4007,3456,357,5993,28970,730013,5.48894334758422,576.672784915735,59.5694977473719,8.20944284553837,39.6842248014761,4.97016033286476,8.14002114555437,39.5736601358444
19,Iowa,2015,white,2661,2247,219,3949,20562,587238,4.5313825059005,569.004811344644,55.4570777412003,6.72470105817403,35.0147640309381,4.12957708586439,6.66245280897542,35.1036102630697
19,Iowa,2015,black,490,397,66,775,3822,47745,10.2628547491884,512.258064516129,85.1612903225806,16.2320661849408,80.0502670436695,9.62484201617326,16.6114511559172,77.1882067223739
19,Iowa,2015,aapi,34,30,5,50,250,20477,1.66039947257899,600,100,2.44176393026322,12.2088196513161,1.40068733590317,2.42408693242036,12.0340044136879
19,Iowa,2015,aian,85,65,6,109,282,3104,27.3840206185567,596.330275229358,55.045871559633,35.1159793814433,90.8505154639175,23.1715582824398,34.4912111652079,88.8503896358157
19,Iowa,2015,hispanic,393,359,37,620,2874,71449,5.50042687791292,579.032258064516,59.6774193548387,8.67751822978628,40.2244957942029,5.09601243127215,8.74561051939737,39.5328946752045
20,Kansas,2015,total,3984,2928,446,7223,27565,720719,5.52781319765401,405.371729198394,61.7471964557663,10.0219364273732,38.2465288135875,5.00280340467471,9.95683278489435,38.0865873027315
20,Kansas,2015,white,2698,2034,270,4794,18503,499267,5.40392214987171,424.280350438048,56.3204005006258,9.60207664436063,37.0603304444315,4.88078415555394,9.53642039509767,37.0282093070526
20,Kansas,2015,black,502,311,76,954,3056,60474,8.3010880709065,325.995807127883,79.664570230608,15.7753745411251,50.5341138340444,7.41817083796962,15.789590405183,50.0642456265214
20,Kansas,2015,aapi,23,11,4,30,242,22697,1.0133497819095,366.666666666667,133.333333333333,1.32176058509935,10.6622020531348,0.89528942660577,1.3287542260059,10.7114021617237
20,Kansas,2015,aian,63,23,14,92,151,7330,8.59481582537517,250,152.173913043478,12.5511596180082,20.600272851296,8.01147800844431,12.6745189578899,20.6722942372487
20,Kansas,2015,hispanic,480,358,61,879,3680,130951,3.66549319974647,407.281001137656,69.3970420932878,6.71243442203572,28.1021145313896,3.46215916663518,6.73212055399931,27.6669218026967
21,Kentucky,2015,total,5383,4400,608,7538,74170,1012888,5.31450663844374,583.709206686124,80.6579994693553,7.44208639059797,73.2262599616147,4.7129950426393,7.40754031343369,72.8617039968314
21,Kentucky,2015,white,4020,3297,435,5570,50759,824330,4.87668773428117,591.921005385996,78.0969479353681,6.75700265670302,61.57606783691,4.37780983559751,6.71754246670201,61.5176190490546
21,Kentucky,2015,black,606,464,92,886,8271,108727,5.57359257590111,523.702031602709,103.837471783296,8.148849871697,76.0712610483137,4.78122265680297,8.1003332311452,75.2395375904025
21,Kentucky,2015,aapi,7,4,0,11,162,19014,0.368149784369412,363.636363636364,0,0.578521089723362,8.52003786683497,0.346771171368884,0.617112258560431,8.4527749008911
21,Kentucky,2015,aian,3,3,1,0,20,1760,1.70454545454545,Inf,Inf,0,11.3636363636364,1.77373801358643,0,11.4345757117619
21,Kentucky,2015,hispanic,295,292,25,371,2641,59057,4.99517415378363,787.061994609164,67.3854447439353,6.28206647814823,44.7195082716697,4.42642793032563,6.34961341378339,43.1598620314754
22,Louisiana,2015,total,4099,3506,213,4545,36382,1114942,3.67642442387138,771.397139713971,46.8646864686469,4.07644523212867,32.6312938251497,3.21003857905569,4.04563434147091,32.3943686356311
22,Louisiana,2015,white,1885,1616,88,2359,16768,589746,3.19629128472258,685.036032217041,37.3039423484527,4.0000271303239,28.4325794494579,2.78980674559616,3.98819930559687,28.3842550824168
22,Louisiana,2015,black,1856,1625,114,1803,16614,426622,4.3504554383037,901.275651691625,63.2279534109817,4.22622368279179,38.9431393599017,3.85179541398624,4.2135360675862,38.7028632612974
22,Louisiana,2015,aapi,14,10,0,9,93,19702,0.710587757588062,1111.11111111111,0,0.456806415592326,4.7203329611207,0.67952789219689,0.465069587112853,4.74412063421565
22,Louisiana,2015,aian,9,11,1,8,78,8372,1.07501194457716,1375,125,0.955566172957477,9.3167701863354,1.06169974270179,0.955028160926887,9.33752386064456
22,Louisiana,2015,hispanic,124,99,4,106,964,70500,1.75886524822695,933.962264150943,37.7358490566038,1.50354609929078,13.6737588652482,1.60701627861229,1.56170146690382,13.6235367946572
23,Maine,2015,total,902,812,78,1873,12641,256439,3.51740569882116,433.529097704218,41.6444207154298,7.30388123491357,49.2943741006633,3.04070459833504,7.45915459661607,50.4792660862373
23,Maine,2015,white,557,470,57,1195,7314,233531,2.38512231780791,393.305439330544,47.6987447698745,5.11709366208341,31.3191824639984,2.15319410984295,5.20500264367048,32.0117314562398
23,Maine,2015,black,16,16,1,27,270,9259,1.72804838535479,592.592592592593,37.037037037037,2.91608165028621,29.1608165028621,1.22871856327681,2.74786787027084,28.7136667644917
23,Maine,2015,aapi,2,1,0,4,29,4149,0.482043865991805,250,0,0.964087731983611,6.98963605688118,0.373210295884289,1.09666073368982,8.18812406184716
23,Maine,2015,aian,2,5,0,14,71,2654,0.753579502637528,357.142857142857,0,5.2750565184627,26.7520723436323,0.391076200455623,5.43361254413576,26.6963843143179
23,Maine,2015,hispanic,207,189,8,383,487,6846,30.2366345311131,493.472584856397,20.88772845953,55.9450774174701,71.1364300321356,24.3838665178612,58.8981559842347,71.0919190512875
24,Maryland,2015,total,2114,1678,452,3914,30927,1346051,1.57051998772706,428.717424629535,115.482881962187,2.90776501038965,22.9760982310477,1.36398135607316,2.77124092089371,22.8913058546907
24,Maryland,2015,white,634,547,112,1111,10284,615275,1.03043354597538,492.349234923492,100.810081008101,1.80569663971395,16.7144772662631,0.916496822239822,1.77154595156968,16.7737907428612
24,Maryland,2015,black,1124,866,291,2182,12684,446092,2.51965962178205,396.883593033914,133.363886342805,4.89136769993634,28.4335966571918,2.25919541139869,4.53210021028408,28.3808019990094
24,Maryland,2015,aapi,10,7,2,14,342,90983,0.109910642647528,500,142.857142857143,0.153874899706539,3.75894397854544,0.0975206457585785,0.157217869897964,3.71863221678605
24,Maryland,2015,aian,1,2,0,1,30,3860,0.259067357512953,2000,0,0.259067357512953,7.7720207253886,0.25382402001184,0.264367691807956,7.80396662620853
24,Maryland,2015,hispanic,112,81,27,222,2738,189841,0.589967393766362,364.864864864865,121.621621621622,1.16939965550118,14.4225957511813,0.550320862554044,1.24364720962864,14.7663896827067
25,Massachusetts,2015,total,6250,4763,906,10278,75688,1386023,4.50930467964817,463.417007199844,88.1494454173964,7.41546135958783,54.6080404149138,3.96404580849751,7.40012987407954,54.7395286745863
25,Massachusetts,2015,white,2611,2094,404,4521,25636,910460,2.86778112163082,463.171864631719,89.3607608936076,4.96562177360895,28.1571952639325,2.48344328122371,5.00784007966817,28.5413077902358
25,Massachusetts,2015,black,959,670,139,1491,8706,131947,7.26806975528053,449.362843729041,93.2260228034876,11.2999916633194,65.9810378409513,6.68029894721792,11.2645735800981,65.6071302099496
25,Massachusetts,2015,aapi,55,63,18,100,1191,99465,0.552958327049716,630,180,1.00537877645403,11.9740612275675,0.511808432247124,1.02564299349232,11.8965986606252
25,Massachusetts,2015,aian,25,12,1,41,97,3444,7.25900116144019,292.682926829268,24.390243902439,11.9047619047619,28.1649245063879,6.07792845995365,11.8636820107434,28.0961928520529
25,Massachusetts,2015,hispanic,1799,1286,275,2734,18765,240707,7.47381671492728,470.37307973665,100.585223116313,11.3582072810512,77.957849169322,6.82361952387061,11.3927787600265,77.209977643458
26,Michigan,2015,total,6217,6018,1311,11977,147431,2209454,2.81381735034991,502.463054187192,109.459797946063,5.4207962691235,66.7273453079358,2.35645853809186,5.31716572831164,66.7485237561496
26,Michigan,2015,white,3178,2944,330,5913,60340,1536013,2.068992905659,497.886013867749,55.8092338914257,3.84957679394641,39.283521688944,1.76195960751198,3.85546503719254,39.4977775312755
26,Michigan,2015,black,1641,1696,806,3421,26825,396934,4.13418855527619,495.761473253435,235.603624671149,8.61856127215104,67.58050456751,3.36239878383464,8.13692757497076,67.5053449885606
26,Michigan,2015,aapi,11,17,6,28,238,78672,0.139821029082774,607.142857142857,214.285714285714,0.355908074028879,3.02521862924548,0.139023928119809,0.272508777221797,2.98959998873133
26,Michigan,2015,aian,21,61,4,62,421,18040,1.16407982261641,983.870967741936,64.5161290322581,3.43680709534368,23.3370288248337,1.1107934867215,3.41124944927884,23.3816796766629
26,Michigan,2015,hispanic,476,537,75,916,6221,179795,2.64745960677438,586.244541484716,81.8777292576419,5.09469117606163,34.6005172557635,2.23994863641336,4.89584413521536,34.5108961596767
27,Minnesota,2015,total,6911,4785,562,7610,30481,1285300,5.37695479654555,628.777923784494,73.850197109067,5.92079670115926,23.7150859721466,4.82938195347983,5.85093829102729,23.6111487611385
27,Minnesota,2015,white,2910,2096,252,2862,14490,934012,3.11559166263389,732.35499650594,88.0503144654088,3.06420045995126,15.5137193098161,2.84394776023885,3.04169106918265,15.5699101491124
27,Minnesota,2015,black,1189,829,108,1147,5374,134411,8.84600218732098,722.755013077594,94.1586748038361,8.53352776186473,39.9818467238545,8.56136817959107,8.59421534080127,38.9799384948395
27,Minnesota,2015,aapi,152,100,9,130,864,82891,1.83373345719077,769.230769230769,69.2307692307692,1.56832466733421,10.4233270198212,1.60817973305893,1.51560894556093,10.2690694385217
27,Minnesota,2015,aian,970,649,84,1721,2083,22045,44.0009072352007,377.106333527019,48.8088320743754,78.0675890224541,94.4885461555908,34.9403205559508,76.2694779894929,91.8287916348687
27,Minnesota,2015,hispanic,690,484,46,641,3222,111941,6.16396137250873,755.070202808112,71.7628705148206,5.7262307822871,28.7830196264103,5.81379178328464,5.70161904875013,28.195283411717
28,Mississippi,2015,total,3082,2419,127,4773,34069,726377,4.24297575501427,506.809134716111,26.6080033521894,6.57096796842411,46.9026414657953,3.71607932315986,6.33062947175588,46.7241151362244
28,Mississippi,2015,white,1644,1226,41,2469,16598,366770,4.48237314938517,496.557310652086,16.6059133252329,6.73173923712408,45.2545191809581,3.95941908181301,6.58800605906107,45.2722160840323
28,Mississippi,2015,black,1204,1004,69,1948,14908,315615,3.81477432948371,515.400410677618,35.4209445585216,6.172076739065,47.2347638737069,3.32906012886553,5.87148357557097,47.0478759993955
28,Mississippi,2015,aapi,10,1,0,14,57,7748,1.29065565307176,71.4285714285714,0,1.80691791430046,7.35673722250904,0.991452058384274,1.35893013003294,7.42882837175877
28,Mississippi,2015,aian,4,2,0,8,54,4654,0.859475719810915,250,0,1.71895143962183,11.6029222174474,0.612822649227375,1.70779529448201,11.5193217327445
28,Mississippi,2015,hispanic,77,90,12,126,684,31590,2.43748021525799,714.285714285714,95.2380952380952,3.98860398860399,21.6524216524217,2.1977443240346,3.55011633038413,21.2537197987361
29,Missouri,2015,total,6906,5850,654,12160,73523,1389687,4.96946434700764,481.08552631579,53.7828947368421,8.75017180127611,52.9061580053638,4.27768629411521,8.73781841156452,52.9130336775378
29,Missouri,2015,white,4830,4263,444,8498,49976,1044671,4.62346518664728,501.64744645799,52.2475876676865,8.13461845882579,47.8389847138477,4.14295749051855,8.14038466076391,47.9254547453663
29,Missouri,2015,black,1115,1028,162,2300,14906,214459,5.19912897103875,446.95652173913,70.4347826086957,10.7246606577481,69.505126854084,4.53762266432824,10.6868730151796,69.6172252068719
29,Missouri,2015,aapi,25,15,2,28,349,32678,0.765040700165249,535.714285714286,71.4285714285714,0.856845584185079,10.6799681743069,0.698238925129642,0.866225983655131,10.6749386299531
29,Missouri,2015,aian,15,13,2,25,172,7842,1.91277735271614,520,80,3.18796225452691,21.9331803111451,1.66843477784273,3.16850155271195,22.0259031045852
29,Missouri,2015,hispanic,261,210,20,451,3131,90037,2.89880826771216,465.631929046563,44.3458980044346,5.00905183424592,34.7745926674589,2.60220445865323,4.98825734867361,34.3681055820765
30,Montana,2015,total,1940,1284,109,2807,12669,226587,8.56183276180893,457.427858924118,38.8314926968294,12.3881776094833,55.9122985872976,7.39957265393441,12.2727567032921,54.5661737075786
30,Montana,2015,white,1056,674,38,1393,9345,183308,5.7607960372706,483.847810480976,27.2792534099067,7.5992318938617,50.9797717502782,5.07404790497775,7.566628585269,50.5039446857551
30,Montana,2015,black,32,22,1,42,127,3275,9.77099236641221,523.809523809524,23.8095238095238,12.824427480916,38.7786259541985,9.43898525740509,12.7192798512304,38.1560011998975
30,Montana,2015,aapi,3,3,0,2,45,2081,1.44161460836136,1500,0,0.961076405574243,21.6242191254205,1.79872225231621,1.15284263518859,22.186580998596
30,Montana,2015,aian,631,371,60,1009,1593,24215,26.0582283708445,367.690782953419,59.4648166501487,41.6683873632046,65.7856700392319,21.1627438665092,40.4552590747384,63.5475362982567
30,Montana,2015,hispanic,98,93,5,163,632,13708,7.14911000875401,570.552147239264,30.6748466257669,11.8908666472133,46.1044645462504,6.46058945156474,11.6599799360308,46.2580217424161
31,Nebraska,2015,total,2351,2011,220,3725,23190,470532,4.99647207841337,539.865771812081,59.0604026845638,7.91657103023811,49.284639514422,4.32134625402951,7.46970432042112,48.2331275534179
31,Nebraska,2015,white,1202,1100,81,1884,12238,336930,3.56750660374559,583.864118895966,42.9936305732484,5.59166592467278,36.322084706022,3.11522819661685,5.30210716351469,35.9623138605394
31,Nebraska,2015,black,376,297,29,685,3226,35118,10.706760066063,433.576642335767,42.3357664233577,19.5056666097158,91.8617233327638,9.47670529589181,18.5937011314002,89.6613429985221
31,Nebraska,2015,aapi,20,6,2,24,224,12584,1.58931977113795,250,83.3333333333333,1.90718372536554,17.8003814367451,1.33442653478476,1.81664356348065,17.3360316858771
31,Nebraska,2015,aian,120,76,56,135,791,6098,19.6785831420138,562.962962962963,414.814814814815,22.1384060347655,129.714660544441,17.6726969137757,20.7384712479232,127.395615220751
31,Nebraska,2015,hispanic,430,359,29,640,3764,79802,5.38833613192652,560.9375,45.3125,8.01984912658831,47.1667376757475,4.60421802022384,7.4866043784636,45.8366936659045
32,Nevada,2015,total,3491,2910,232,4489,28277,667344,5.23118511592222,648.251280908888,51.6818890621519,6.72666570764104,42.3724495912153,4.5535452697949,6.69799995009828,42.2103039205185
